Crop,Soil_Type,Crop_Growth_Stage,Irrigation_Method,Water_Availability,Soil_Moisture_pct,Temperature_C,Relative_Humidity_pct,Rainfall_24h_mm,Rainfall_7d_mm,ETo_mm_day,Land_Area_ha,Irrigation_Need,Irrigation_Amount_mm_day,Crop_ID,Data_Type
Groundnut,Sandy,Maturity,Rainfed,Low,59.75,34.1,68.99,10.05,26.28,3.88,0.54,Medium,5.58,GROUNDNUT,Synthetic
Potato,Clay,Grain Filling,Flood,Medium,33.39,34.35,45.18,9.19,9.83,7.46,4.35,High,10.34,POTATO,Synthetic
Tomato,Loamy,Grain Filling,Drip,Low,33.02,37.8,33.82,2.81,79.49,4.74,0.95,High,11.21,TOMATO,Synthetic
Groundnut,Loamy,Flowering,Sprinkler,Medium,40.68,26.65,64.45,11.38,57.77,5.8,0.7,High,9.24,GROUNDNUT,Synthetic
Cotton,Clay Loam,Vegetative,Sprinkler,Medium,57.53,40.85,41.22,7.78,35.06,4.76,3.53,Low,4.49,COTTON,Synthetic
Tomato,Sandy Loam,Seedling,Rainfed,High,40.38,30.37,87.08,0.43,31.47,4.41,2.52,Medium,5.24,TOMATO,Synthetic
Wheat,Loamy,Flowering,Rainfed,Medium,17.15,23.85,45.05,9.24,63.71,7.74,10.33,High,11.25,WHEAT,Synthetic
Tomato,Clay Loam,Vegetative,Flood,Medium,37.15,19.26,54.17,19.92,63.3,3.18,0.34,Low,3.57,TOMATO,Synthetic
Wheat,Sandy,Flowering,Drip,Medium,42.63,38.73,74.77,13.54,6.67,3.9,3.38,Low,4.88,WHEAT,Synthetic
Tomato,Clay,Flowering,Flood,Low,37.89,28.5,44.56,4.24,20.68,5.58,19.67,High,11.49,TOMATO,Synthetic
Tomato,Clay,Flowering,Sprinkler,Low,54.57,30.15,74.01,10.72,41.97,6.62,19.33,High,9.74,TOMATO,Synthetic
Wheat,Clay,Grain Filling,Sprinkler,Low,12.43,22.72,56.53,6.94,41.05,7.93,3.26,High,12.0,WHEAT,Synthetic
Sugarcane,Sandy Loam,Flowering,Rainfed,Low,45.05,27.58,38.88,6.1,75.11,7.81,14.88,High,12.0,SUGARCANE,Synthetic
Rice,Sandy,Vegetative,Rainfed,Medium,37.38,35.25,44.01,18.09,69.22,4.16,1.11,Medium,6.92,RICE,Synthetic
Maize,Clay Loam,Seedling,Drip,High,70.97,28.06,39.62,3.59,17.02,2.7,2.96,Low,3.39,MAIZE,Synthetic
Groundnut,Sandy,Vegetative,Drip,Low,52.38,33.36,42.0,5.45,10.57,2.23,13.24,Low,3.92,GROUNDNUT,Synthetic
Maize,Clay Loam,Flowering,Flood,High,39.75,28.93,46.1,4.79,20.03,7.9,9.02,High,10.49,MAIZE,Synthetic
Cotton,Sandy Loam,Flowering,Flood,Medium,35.0,37.53,41.79,12.14,40.34,2.46,1.45,Medium,6.36,COTTON,Synthetic
Tomato,Sandy Loam,Maturity,Flood,Low,42.39,32.65,77.76,29.03,55.99,6.55,0.36,Medium,9.0,TOMATO,Synthetic
Wheat,Sandy,Seedling,Drip,Low,59.81,28.52,82.34,5.46,61.62,2.16,0.89,Low,1.69,WHEAT,Synthetic
Potato,Clay Loam,Vegetative,Sprinkler,Medium,70.95,24.98,58.96,11.15,46.93,5.42,1.44,Medium,5.99,POTATO,Synthetic
Wheat,Sandy Loam,Grain Filling,Flood,Medium,18.1,28.48,68.83,9.95,49.51,3.24,2.64,Low,4.87,WHEAT,Synthetic
Maize,Sandy Loam,Seedling,Flood,Low,33.28,41.84,63.37,2.23,22.76,6.79,1.96,High,10.24,MAIZE,Synthetic
Tomato,Sandy Loam,Grain Filling,Sprinkler,Medium,46.28,26.18,45.89,33.08,6.89,3.43,0.29,Low,4.66,TOMATO,Synthetic
Maize,Clay,Flowering,Flood,High,30.25,18.46,49.64,2.27,34.46,6.27,0.24,High,9.4,MAIZE,Synthetic
Cotton,Loamy,Vegetative,Flood,Low,28.73,33.11,34.0,1.38,44.86,7.85,4.34,High,12.0,COTTON,Synthetic
Soybean,Sandy,Maturity,Sprinkler,Low,57.81,34.18,51.99,7.52,32.42,6.09,1.07,Medium,6.13,SOYBEAN,Synthetic
Groundnut,Sandy Loam,Grain Filling,Drip,Medium,36.44,33.18,70.06,13.88,32.29,6.79,0.32,High,9.92,GROUNDNUT,Synthetic
Sugarcane,Sandy,Vegetative,Drip,Medium,31.44,35.39,65.93,9.51,74.46,4.76,0.46,High,8.85,SUGARCANE,Synthetic
Tomato,Sandy,Flowering,Flood,Medium,32.03,40.18,69.06,2.61,66.18,3.24,15.45,Medium,5.93,TOMATO,Synthetic
Tomato,Sandy,Grain Filling,Rainfed,Medium,47.83,29.46,34.78,14.77,17.59,2.57,1.41,Low,4.15,TOMATO,Synthetic
Cotton,Sandy Loam,Seedling,Flood,Low,27.23,39.43,48.05,10.14,92.08,2.73,2.88,Medium,6.34,COTTON,Synthetic
Rice,Clay Loam,Maturity,Flood,Low,24.93,32.02,73.7,1.91,43.86,4.49,12.11,Medium,5.59,RICE,Synthetic
Wheat,Sandy,Maturity,Flood,Low,19.62,39.11,72.03,3.87,79.51,3.31,1.29,Low,5.02,WHEAT,Synthetic
Groundnut,Loamy,Vegetative,Rainfed,Medium,50.24,23.55,37.53,3.78,111.79,3.89,0.9,Low,4.96,GROUNDNUT,Synthetic
Groundnut,Clay,Vegetative,Rainfed,High,56.83,35.43,44.75,15.48,37.63,2.36,0.56,Low,2.76,GROUNDNUT,Synthetic
Groundnut,Sandy Loam,Flowering,Drip,Low,19.23,39.16,75.89,5.63,81.7,4.35,0.27,Medium,7.37,GROUNDNUT,Synthetic
Rice,Clay Loam,Grain Filling,Flood,Medium,51.3,18.32,76.67,18.97,108.48,6.46,4.25,Medium,6.44,RICE,Synthetic
Rice,Clay,Flowering,Drip,Medium,62.03,23.1,71.95,6.28,140.77,7.85,2.2,High,11.06,RICE,Synthetic
Cotton,Clay Loam,Vegetative,Sprinkler,High,42.16,21.93,40.0,34.16,19.83,3.78,1.02,Low,4.72,COTTON,Synthetic
Groundnut,Sandy,Vegetative,Drip,Medium,36.83,28.87,69.47,2.22,49.0,6.22,0.75,Medium,7.21,GROUNDNUT,Synthetic
Potato,Clay,Flowering,Sprinkler,Low,19.23,39.64,42.54,12.96,16.94,6.91,1.55,High,12.0,POTATO,Synthetic
Groundnut,Clay Loam,Flowering,Sprinkler,High,23.39,39.39,51.27,16.56,34.93,6.62,2.29,High,9.64,GROUNDNUT,Synthetic
Groundnut,Sandy Loam,Maturity,Drip,Medium,59.06,20.73,57.36,3.47,134.06,4.99,7.78,Low,5.83,GROUNDNUT,Synthetic
Wheat,Clay,Grain Filling,Drip,Low,59.1,21.71,50.56,14.35,59.26,2.18,4.21,Low,2.02,WHEAT,Synthetic
Soybean,Sandy,Vegetative,Rainfed,Low,35.96,26.37,57.34,9.16,117.04,2.62,0.31,Low,4.95,SOYBEAN,Synthetic
Soybean,Clay Loam,Grain Filling,Drip,High,67.64,32.66,60.75,2.37,10.77,2.39,0.23,Low,3.11,SOYBEAN,Synthetic
Groundnut,Loamy,Vegetative,Flood,Low,42.83,24.72,35.85,3.41,113.02,2.1,5.15,Low,4.49,GROUNDNUT,Synthetic
Cotton,Sandy,Flowering,Sprinkler,Medium,16.13,24.98,44.04,9.11,32.91,7.22,0.67,High,10.94,COTTON,Synthetic
Cotton,Loamy,Vegetative,Rainfed,Low,37.67,19.1,59.18,28.71,81.61,7.9,0.3,High,12.0,COTTON,Synthetic
Soybean,Clay,Vegetative,Flood,Medium,53.45,32.68,72.1,4.37,75.93,4.26,1.22,Medium,6.65,SOYBEAN,Synthetic
Soybean,Sandy Loam,Flowering,Drip,Low,47.78,27.04,71.14,9.22,69.53,5.85,0.26,High,9.22,SOYBEAN,Synthetic
Banana,Sandy,Grain Filling,Rainfed,Medium,37.47,32.82,89.77,15.08,71.98,5.42,4.17,High,9.08,BANANA,Synthetic
Groundnut,Sandy Loam,Seedling,Flood,Low,35.61,21.42,65.72,9.42,34.95,6.6,0.2,Medium,7.29,GROUNDNUT,Synthetic
Cotton,Sandy,Seedling,Drip,Low,16.67,35.34,85.59,11.3,129.95,4.42,0.29,Medium,7.34,COTTON,Synthetic
Rice,Clay,Grain Filling,Sprinkler,High,16.34,29.52,55.62,4.57,24.86,5.79,1.86,High,10.21,RICE,Synthetic
Sugarcane,Sandy,Vegetative,Drip,Low,31.22,20.52,39.35,13.11,63.59,6.11,1.29,High,11.2,SUGARCANE,Synthetic
Rice,Clay Loam,Vegetative,Sprinkler,Medium,47.44,33.07,43.52,5.0,136.92,7.25,8.12,High,9.2,RICE,Synthetic
Banana,Sandy Loam,Flowering,Drip,Medium,59.75,37.44,57.83,2.73,61.44,5.11,2.73,High,9.27,BANANA,Synthetic
Soybean,Sandy Loam,Maturity,Flood,Medium,44.42,39.71,65.8,1.0,158.34,7.88,9.02,High,9.01,SOYBEAN,Synthetic
Wheat,Loamy,Grain Filling,Drip,High,29.15,33.08,61.6,8.46,87.38,5.39,5.19,Medium,7.01,WHEAT,Synthetic
Cotton,Loamy,Grain Filling,Flood,Medium,44.01,27.98,82.1,5.77,84.92,3.16,2.71,Low,5.13,COTTON,Synthetic
Soybean,Clay Loam,Flowering,Rainfed,Low,15.34,36.61,74.18,3.84,101.44,2.26,18.07,Medium,6.3,SOYBEAN,Synthetic
Cotton,Loamy,Vegetative,Drip,Medium,13.88,36.22,71.33,9.23,18.46,6.52,1.11,High,12.0,COTTON,Synthetic
Wheat,Sandy Loam,Maturity,Sprinkler,Medium,47.92,39.42,62.7,1.31,56.37,5.06,13.24,Medium,5.33,WHEAT,Synthetic
Tomato,Loamy,Seedling,Drip,Medium,27.64,36.37,58.29,17.63,152.27,5.43,5.63,Medium,7.45,TOMATO,Synthetic
Potato,Clay Loam,Grain Filling,Sprinkler,Low,66.68,32.58,82.43,12.91,99.66,2.71,0.62,Low,4.31,POTATO,Synthetic
Wheat,Sandy Loam,Vegetative,Rainfed,Medium,20.41,31.68,79.2,9.13,18.46,6.62,1.17,Medium,7.99,WHEAT,Synthetic
Cotton,Clay Loam,Flowering,Drip,High,40.1,31.83,64.02,3.62,38.61,4.98,0.94,Medium,7.91,COTTON,Synthetic
Maize,Loamy,Maturity,Drip,Low,64.67,29.37,49.03,8.63,105.64,7.65,3.48,High,10.57,MAIZE,Synthetic
Tomato,Loamy,Maturity,Flood,Low,31.3,34.56,36.21,6.28,30.07,6.7,3.32,High,10.56,TOMATO,Synthetic
Potato,Clay Loam,Maturity,Flood,High,21.61,38.83,54.35,12.81,25.63,3.28,0.79,Low,4.32,POTATO,Synthetic
Potato,Sandy,Grain Filling,Drip,Low,63.98,23.08,36.35,2.61,139.46,7.5,2.5,High,11.47,POTATO,Synthetic
Cotton,Clay Loam,Flowering,Drip,Low,31.81,36.12,89.83,3.66,80.33,3.58,0.72,High,7.63,COTTON,Synthetic
Wheat,Loamy,Vegetative,Sprinkler,Low,16.28,32.88,68.7,24.26,39.5,6.84,11.52,High,11.66,WHEAT,Synthetic
Tomato,Sandy Loam,Flowering,Drip,Low,39.97,25.33,45.42,4.27,137.44,2.33,0.71,Low,3.9,TOMATO,Synthetic
Banana,Sandy,Vegetative,Sprinkler,High,30.79,19.54,34.81,12.37,89.47,7.32,0.48,High,8.88,BANANA,Synthetic
Maize,Sandy Loam,Grain Filling,Drip,Medium,22.73,26.41,42.51,0.6,106.4,6.87,12.76,High,10.91,MAIZE,Synthetic
Maize,Sandy Loam,Seedling,Flood,Medium,45.55,32.24,51.44,4.27,26.69,5.67,4.96,Medium,7.01,MAIZE,Synthetic
Rice,Sandy,Grain Filling,Sprinkler,Low,52.83,35.31,33.81,1.18,26.99,5.62,13.64,High,8.89,RICE,Synthetic
Wheat,Loamy,Grain Filling,Sprinkler,Low,71.03,39.03,65.66,7.29,46.79,4.35,0.38,Medium,6.42,WHEAT,Synthetic
Soybean,Sandy Loam,Maturity,Rainfed,Medium,62.77,25.07,32.02,10.94,20.94,2.62,3.41,Low,2.43,SOYBEAN,Synthetic
Soybean,Clay Loam,Vegetative,Flood,Medium,57.26,34.17,55.75,4.9,44.71,4.64,13.29,Low,5.2,SOYBEAN,Synthetic
Sugarcane,Clay Loam,Flowering,Drip,High,20.7,22.82,89.53,12.63,18.88,4.97,10.81,Medium,6.6,SUGARCANE,Synthetic
Cotton,Sandy,Vegetative,Flood,Medium,15.31,18.37,63.95,7.12,29.26,4.73,15.96,Medium,5.52,COTTON,Synthetic
Groundnut,Sandy Loam,Maturity,Flood,Medium,44.47,31.48,37.78,19.45,12.53,3.71,0.27,Low,3.69,GROUNDNUT,Synthetic
Cotton,Sandy Loam,Seedling,Rainfed,Low,53.8,38.54,53.82,6.32,104.06,2.77,1.12,Low,4.95,COTTON,Synthetic
Maize,Clay,Vegetative,Sprinkler,Medium,22.19,41.86,44.67,22.55,67.41,5.48,0.2,High,8.11,MAIZE,Synthetic
Tomato,Sandy Loam,Grain Filling,Flood,Medium,44.96,26.89,36.09,0.74,25.86,5.91,17.11,High,10.11,TOMATO,Synthetic
Cotton,Clay,Flowering,Flood,Low,19.83,20.07,63.63,2.68,39.02,6.4,1.42,High,12.0,COTTON,Synthetic
Tomato,Loamy,Flowering,Flood,High,58.16,39.29,43.97,20.62,7.87,7.77,14.95,High,10.08,TOMATO,Synthetic
Soybean,Sandy Loam,Grain Filling,Drip,High,71.03,41.06,87.33,26.05,96.01,7.79,8.24,High,9.92,SOYBEAN,Synthetic
Banana,Loamy,Grain Filling,Rainfed,Medium,16.62,41.98,42.09,21.39,60.83,6.46,13.87,High,11.13,BANANA,Synthetic
Cotton,Clay,Vegetative,Drip,Medium,16.82,26.01,88.57,2.44,71.7,4.52,0.9,Medium,7.12,COTTON,Synthetic
Maize,Loamy,Vegetative,Flood,High,19.13,30.83,78.21,7.43,21.03,3.83,0.54,Low,4.9,MAIZE,Synthetic
Wheat,Sandy Loam,Seedling,Sprinkler,Medium,19.05,22.93,71.4,17.0,12.8,4.27,8.38,Low,4.21,WHEAT,Synthetic
Soybean,Sandy Loam,Grain Filling,Rainfed,Medium,20.71,20.67,33.1,10.62,111.08,5.87,15.24,High,10.78,SOYBEAN,Synthetic
Rice,Loamy,Vegetative,Drip,Low,20.75,20.15,73.25,3.74,77.22,3.89,0.29,High,7.31,RICE,Synthetic
Cotton,Clay,Seedling,Sprinkler,Medium,32.01,21.78,87.3,2.52,32.62,6.4,0.33,Low,5.97,COTTON,Synthetic
Groundnut,Clay Loam,Flowering,Rainfed,Low,66.25,29.05,73.24,14.06,19.51,3.53,11.86,Medium,7.82,GROUNDNUT,Synthetic
Wheat,Sandy,Grain Filling,Rainfed,High,26.71,29.7,65.59,5.7,148.54,7.25,19.61,High,8.45,WHEAT,Synthetic
Banana,Sandy Loam,Vegetative,Flood,Medium,53.61,31.37,40.95,11.81,39.39,7.36,15.44,High,9.29,BANANA,Synthetic
Wheat,Loamy,Grain Filling,Rainfed,Medium,45.2,27.53,64.67,4.16,76.14,6.54,6.36,High,8.26,WHEAT,Synthetic
Potato,Sandy Loam,Flowering,Flood,Low,55.7,19.17,75.23,3.8,39.08,6.04,17.64,High,9.04,POTATO,Synthetic
Banana,Clay Loam,Maturity,Drip,High,36.08,26.41,69.14,3.62,18.11,2.56,0.56,Low,3.73,BANANA,Synthetic
Banana,Loamy,Flowering,Rainfed,Low,25.17,31.98,49.38,15.54,29.52,7.67,4.93,High,12.0,BANANA,Synthetic
Maize,Loamy,Flowering,Rainfed,Low,48.55,27.14,48.08,12.6,77.4,7.18,0.26,High,11.36,MAIZE,Synthetic
Banana,Clay,Maturity,Flood,Medium,49.93,21.61,60.07,27.72,21.59,7.09,4.94,Medium,6.88,BANANA,Synthetic
Wheat,Clay Loam,Maturity,Drip,High,65.89,26.22,44.02,19.13,68.66,4.63,1.63,Low,3.36,WHEAT,Synthetic
Soybean,Clay,Seedling,Rainfed,High,22.92,21.36,53.56,4.6,25.16,4.05,7.21,Low,3.78,SOYBEAN,Synthetic
Groundnut,Clay Loam,Vegetative,Flood,High,42.32,41.57,85.19,13.51,3.57,6.9,7.92,Medium,9.09,GROUNDNUT,Synthetic
Cotton,Loamy,Flowering,Drip,Low,36.43,29.5,87.91,4.96,31.92,2.86,0.23,Low,4.98,COTTON,Synthetic
Rice,Sandy Loam,Seedling,Sprinkler,High,54.96,39.84,70.05,29.51,99.82,7.23,0.3,Low,4.88,RICE,Synthetic
Sugarcane,Clay Loam,Vegetative,Flood,High,45.16,28.06,36.39,34.49,10.27,4.36,11.48,Low,5.14,SUGARCANE,Synthetic
Tomato,Sandy,Flowering,Flood,Medium,44.68,29.12,35.6,19.95,42.07,7.19,14.83,High,9.49,TOMATO,Synthetic
Sugarcane,Clay,Flowering,Flood,Medium,52.82,27.21,37.96,10.99,14.28,5.12,11.8,High,8.78,SUGARCANE,Synthetic
Sugarcane,Sandy Loam,Vegetative,Flood,Medium,46.46,25.33,65.88,17.96,94.68,2.65,3.9,Low,1.54,SUGARCANE,Synthetic
Banana,Clay Loam,Flowering,Flood,Medium,18.36,33.03,35.66,24.81,20.61,3.06,0.89,Low,4.25,BANANA,Synthetic
Wheat,Sandy Loam,Vegetative,Drip,Low,35.92,40.68,43.16,2.48,53.95,4.36,3.97,Medium,6.99,WHEAT,Synthetic
Potato,Clay,Maturity,Sprinkler,Medium,41.37,38.88,37.81,3.31,76.55,7.14,0.77,Medium,6.53,POTATO,Synthetic
Potato,Sandy,Seedling,Rainfed,High,17.76,34.55,69.84,0.57,86.05,5.11,0.7,Medium,5.77,POTATO,Synthetic
Sugarcane,Sandy Loam,Maturity,Drip,Medium,43.91,32.46,44.64,6.6,137.86,6.86,0.64,High,10.1,SUGARCANE,Synthetic
Cotton,Clay Loam,Maturity,Sprinkler,Medium,19.18,26.87,50.76,7.2,93.16,4.97,11.27,Medium,7.05,COTTON,Synthetic
Rice,Sandy Loam,Flowering,Drip,Medium,22.12,31.4,82.34,1.09,36.55,2.45,0.23,Low,5.09,RICE,Synthetic
Maize,Clay Loam,Vegetative,Flood,High,64.19,29.9,60.53,0.09,60.84,3.95,7.14,Low,4.54,MAIZE,Synthetic
Rice,Sandy,Vegetative,Sprinkler,Low,61.5,34.74,47.05,9.74,30.46,7.97,1.21,High,12.0,RICE,Synthetic
Wheat,Loamy,Flowering,Sprinkler,Medium,55.07,31.57,38.61,22.55,30.81,4.53,6.52,Medium,6.64,WHEAT,Synthetic
Rice,Sandy Loam,Maturity,Drip,Medium,37.92,18.05,69.09,2.51,83.26,4.88,1.76,Medium,5.7,RICE,Synthetic
Banana,Loamy,Flowering,Sprinkler,High,61.72,20.74,46.29,11.35,105.41,3.7,14.31,Low,5.1,BANANA,Synthetic
Wheat,Sandy,Grain Filling,Sprinkler,Medium,23.18,21.25,53.02,7.1,39.36,6.82,0.25,High,9.23,WHEAT,Synthetic
Potato,Loamy,Flowering,Drip,Medium,28.31,28.0,34.52,2.68,87.56,5.47,1.08,High,8.43,POTATO,Synthetic
Maize,Sandy Loam,Flowering,Flood,Medium,38.81,37.53,77.6,8.26,56.35,7.87,1.99,High,11.82,MAIZE,Synthetic
Sugarcane,Clay Loam,Flowering,Drip,High,65.39,26.28,32.45,32.86,79.22,7.68,2.07,High,11.56,SUGARCANE,Synthetic
Tomato,Loamy,Flowering,Flood,Medium,25.9,33.35,40.77,6.2,52.1,6.72,0.47,High,9.75,TOMATO,Synthetic
Potato,Sandy Loam,Seedling,Flood,High,37.78,21.93,78.96,21.21,22.17,2.06,1.09,Low,2.86,POTATO,Synthetic
Banana,Clay,Flowering,Flood,High,33.01,41.11,37.45,4.43,21.74,6.84,4.8,High,10.08,BANANA,Synthetic
Rice,Clay Loam,Flowering,Drip,Medium,51.14,20.18,82.13,16.88,66.61,3.48,12.86,Low,4.67,RICE,Synthetic
Maize,Sandy Loam,Vegetative,Flood,High,47.34,22.86,51.5,3.84,27.02,7.46,17.27,High,8.21,MAIZE,Synthetic
Cotton,Clay,Flowering,Drip,Low,52.98,29.43,83.93,9.37,66.88,5.56,9.65,High,10.2,COTTON,Synthetic
Cotton,Sandy Loam,Flowering,Rainfed,High,24.54,41.95,46.3,11.29,24.41,2.44,9.61,Low,3.99,COTTON,Synthetic
Cotton,Sandy Loam,Flowering,Flood,Medium,39.74,33.18,49.8,10.06,58.97,7.8,0.9,High,12.0,COTTON,Synthetic
Groundnut,Loamy,Vegetative,Drip,Medium,43.39,32.54,48.28,4.39,33.49,7.7,2.43,High,8.86,GROUNDNUT,Synthetic
Soybean,Clay,Flowering,Drip,Medium,35.13,20.68,53.87,33.45,64.57,4.14,3.81,Medium,6.64,SOYBEAN,Synthetic
Groundnut,Sandy Loam,Flowering,Sprinkler,High,52.88,28.91,34.43,0.38,82.5,3.55,5.86,Low,5.37,GROUNDNUT,Synthetic
Wheat,Sandy Loam,Flowering,Drip,Low,40.64,24.79,79.78,3.69,212.09,5.84,7.86,High,8.41,WHEAT,Synthetic
Rice,Sandy,Grain Filling,Rainfed,High,58.38,30.55,49.94,12.21,133.82,2.91,0.35,Low,5.17,RICE,Synthetic
Maize,Clay,Seedling,Sprinkler,Low,56.57,32.49,74.31,7.1,58.71,3.21,16.44,Low,2.01,MAIZE,Synthetic
Maize,Clay Loam,Flowering,Rainfed,Medium,41.38,25.84,77.43,3.2,44.16,4.54,0.67,High,7.68,MAIZE,Synthetic
Cotton,Clay Loam,Vegetative,Drip,Medium,28.65,23.15,52.93,5.27,36.47,7.7,2.84,High,12.0,COTTON,Synthetic
Wheat,Clay Loam,Grain Filling,Rainfed,Medium,55.29,33.62,68.48,17.9,13.99,5.12,1.28,Medium,7.24,WHEAT,Synthetic
Rice,Sandy Loam,Maturity,Sprinkler,High,13.76,24.31,67.68,11.95,31.01,3.55,0.69,Low,4.72,RICE,Synthetic
Potato,Sandy,Flowering,Rainfed,High,62.99,20.54,50.35,10.43,64.97,5.32,4.61,Medium,7.23,POTATO,Synthetic
Wheat,Clay Loam,Seedling,Sprinkler,High,35.64,27.54,44.18,46.53,28.73,7.49,15.21,Low,5.1,WHEAT,Synthetic
Cotton,Sandy Loam,Vegetative,Drip,Low,32.51,36.67,49.53,1.07,12.66,2.3,10.65,Low,5.19,COTTON,Synthetic
Soybean,Sandy,Flowering,Sprinkler,Low,22.52,29.37,67.65,2.3,58.33,6.35,1.15,High,12.0,SOYBEAN,Synthetic
Potato,Sandy Loam,Flowering,Rainfed,Low,14.2,19.86,45.52,3.24,46.54,3.23,0.82,Medium,6.61,POTATO,Synthetic
Soybean,Sandy,Vegetative,Flood,Low,44.06,20.17,43.14,9.59,85.17,5.97,0.21,High,8.13,SOYBEAN,Synthetic
Groundnut,Loamy,Seedling,Flood,Low,37.05,26.88,37.52,10.63,75.77,3.49,1.22,Low,3.64,GROUNDNUT,Synthetic
Maize,Loamy,Flowering,Sprinkler,Medium,62.8,21.21,42.88,2.08,85.38,2.07,0.36,Low,3.96,MAIZE,Synthetic
Banana,Clay,Vegetative,Flood,Medium,20.92,37.7,32.11,36.65,82.24,4.72,1.68,Medium,7.28,BANANA,Synthetic
Rice,Sandy,Seedling,Flood,High,57.68,20.71,46.97,7.91,32.67,2.66,9.08,Low,1.83,RICE,Synthetic
Potato,Clay Loam,Flowering,Flood,Medium,24.35,24.6,78.74,9.41,153.82,7.03,0.25,High,8.89,POTATO,Synthetic
Wheat,Clay Loam,Vegetative,Flood,Medium,29.07,41.46,44.01,17.12,32.1,7.53,1.12,High,8.89,WHEAT,Synthetic
Potato,Loamy,Maturity,Drip,Medium,64.17,35.61,80.75,10.79,10.18,5.32,1.8,Medium,5.86,POTATO,Synthetic
Wheat,Clay Loam,Grain Filling,Drip,Medium,12.71,20.81,88.09,29.41,11.1,5.95,0.62,High,8.29,WHEAT,Synthetic
Groundnut,Sandy Loam,Vegetative,Sprinkler,Medium,21.65,38.34,55.51,7.1,44.2,6.47,1.52,High,8.79,GROUNDNUT,Synthetic
Wheat,Loamy,Seedling,Flood,Low,47.43,34.65,61.83,1.36,68.67,3.1,14.72,Low,5.21,WHEAT,Synthetic
Soybean,Sandy Loam,Grain Filling,Sprinkler,Low,16.34,22.29,61.83,26.04,51.41,6.29,0.46,High,11.29,SOYBEAN,Synthetic
Rice,Clay,Flowering,Rainfed,Medium,31.41,32.97,35.2,5.67,42.36,2.9,4.31,Medium,6.66,RICE,Synthetic
Sugarcane,Loamy,Seedling,Drip,Medium,45.55,29.09,42.8,6.31,36.77,4.04,1.02,Medium,6.09,SUGARCANE,Synthetic
Cotton,Clay,Flowering,Sprinkler,Low,46.37,29.18,60.35,5.68,23.01,3.72,18.38,Low,3.28,COTTON,Synthetic
Wheat,Clay Loam,Flowering,Sprinkler,Medium,65.62,30.26,76.23,8.63,97.31,2.98,13.84,Low,3.81,WHEAT,Synthetic
Groundnut,Sandy Loam,Grain Filling,Drip,High,63.4,36.03,73.6,15.5,25.23,5.92,0.43,Medium,6.75,GROUNDNUT,Synthetic
Soybean,Clay,Vegetative,Drip,Medium,49.79,29.42,52.13,16.63,36.53,3.66,2.63,Low,4.61,SOYBEAN,Synthetic
Tomato,Sandy Loam,Vegetative,Drip,Low,16.62,29.6,70.79,6.67,13.46,3.45,1.11,Medium,7.67,TOMATO,Synthetic
Cotton,Loamy,Flowering,Drip,Medium,17.2,25.61,35.67,10.29,66.63,4.63,0.31,High,10.69,COTTON,Synthetic
Soybean,Clay,Seedling,Rainfed,Medium,48.18,26.67,66.85,3.91,101.92,5.22,1.53,Medium,5.95,SOYBEAN,Synthetic
Cotton,Sandy Loam,Maturity,Drip,Medium,67.25,32.76,83.73,20.11,76.07,7.7,16.93,Medium,6.27,COTTON,Synthetic
Groundnut,Clay,Flowering,Drip,High,39.0,36.04,80.43,5.01,20.42,4.41,0.36,Low,4.77,GROUNDNUT,Synthetic
Rice,Sandy,Vegetative,Flood,Low,22.13,31.13,67.11,10.02,192.59,5.9,2.72,High,11.2,RICE,Synthetic
Tomato,Sandy Loam,Flowering,Sprinkler,Low,37.8,39.71,84.72,18.45,4.95,2.35,6.96,Low,5.17,TOMATO,Synthetic
Soybean,Clay,Seedling,Rainfed,Medium,15.43,36.08,35.55,6.25,64.16,4.13,4.72,Medium,7.52,SOYBEAN,Synthetic
Wheat,Clay Loam,Flowering,Drip,Low,18.04,23.69,46.53,4.61,76.2,4.59,6.05,High,9.46,WHEAT,Synthetic
Tomato,Sandy Loam,Vegetative,Drip,High,51.31,39.24,44.14,9.98,43.92,3.66,3.08,Low,4.16,TOMATO,Synthetic
Banana,Sandy Loam,Vegetative,Drip,Medium,41.54,25.31,55.54,5.78,27.06,7.15,0.21,High,9.55,BANANA,Synthetic
Wheat,Loamy,Vegetative,Sprinkler,Medium,50.74,18.01,89.04,6.85,185.24,3.99,0.21,Low,3.15,WHEAT,Synthetic
Potato,Loamy,Grain Filling,Drip,Medium,51.21,24.75,59.98,15.11,38.35,2.21,4.46,Low,2.73,POTATO,Synthetic
Wheat,Loamy,Grain Filling,Flood,Medium,68.41,39.56,89.7,31.55,109.53,5.63,2.39,Medium,6.56,WHEAT,Synthetic
Potato,Clay Loam,Vegetative,Flood,Medium,13.79,27.28,55.24,3.12,57.4,6.84,0.21,High,9.57,POTATO,Synthetic
Groundnut,Sandy,Maturity,Flood,High,29.99,20.66,76.6,6.35,113.87,5.34,18.37,Low,4.04,GROUNDNUT,Synthetic
Rice,Clay Loam,Vegetative,Sprinkler,Medium,49.89,19.49,59.43,2.89,40.69,2.13,0.69,Low,3.37,RICE,Synthetic
Wheat,Clay,Maturity,Drip,Low,16.56,31.45,73.47,22.35,12.61,5.23,0.41,Medium,7.26,WHEAT,Synthetic
